44-1e-a1-e5-29-fd,192.168.0.104,SearchIndexer.exe,C:\Windows\System32\SearchIndexer.exe
44-1e-a1-e5-29-fd,192.168.0.104,atieclxx.exe,C:\Windows\System32\atieclxx.exe
44-1e-a1-e5-29-fd,192.168.0.104,atiesrxx.exe,C:\Windows\System32\atiesrxx.exe
44-1e-a1-e5-29-fd,192.168.0.104,conhost.exe,C:\Windows\System32\conhost.exe
44-1e-a1-e5-29-fd,192.168.0.104,dwm.exe,C:\Windows\System32\dwm.exe
44-1e-a1-e5-29-fd,192.168.0.104,hkcmd.exe,C:\Windows\System32\hkcmd.exe
44-1e-a1-e5-29-fd,192.168.0.104,lsass.exe,C:\Windows\System32\lsass.exe
44-1e-a1-e5-29-fd,192.168.0.104,sihost.exe,C:\Windows\System32\sihost.exe
44-1e-a1-e5-29-fd,192.168.0.104,spoolsv.exe,C:\Windows\System32\spoolsv.exe
44-1e-a1-e5-29-fd,192.168.0.104,svchost.exe,C:\Windows\System32\svchost.exe
44-1e-a1-e5-29-fd,192.168.0.104,taskhostw.exe,C:\Windows\System32\taskhostw.exe
44-1e-a1-e5-29-fd,192.168.0.104,WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe
44-1e-a1-e5-29-fd,192.168.0.104,winlogon.exe,C:\Windows\System32\winlogon.exe
44-1e-a1-e5-29-fd,192.168.0.104,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe
44-1e-a1-e5-29-fd,192.168.0.104,ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
44-1e-a1-e5-29-fd,192.168.0.104,explorer.exe,C:\Windows\explorer.exe
44-1e-a1-e5-29-fd,192.168.0.104,360NmGameAcc.exe,D:\Program Files\360\360NmGameAcc\nm\360NmGameAcc.exe
44-1e-a1-e5-29-fd,192.168.0.104,ZhuDongFangYu.exe,D:\Program Files\360\360safe\deepscan\ZhuDongFangYu.exe
44-1e-a1-e5-29-fd,192.168.0.104,360tray.exe,D:\Program Files\360\360safe\safemon\360tray.exe
44-1e-a1-e5-29-fd,192.168.0.104,360AutoClean.exe,D:\Program Files\360\360safe\sweeper\360AutoClean.exe
44-1e-a1-e5-29-fd,192.168.0.104,360rp.exe,D:\Program Files\360\360sd\360rp.exe
44-1e-a1-e5-29-fd,192.168.0.104,360rps.exe,D:\Program Files\360\360sd\360rps.exe
44-1e-a1-e5-29-fd,192.168.0.104,360sd.exe,D:\Program Files\360\360sd\360sd.exe
44-1e-a1-e5-29-fd,192.168.0.104,kspeeder.exe,D:\加速器\KSpeeder_j3\kspeeder.exe
44-1e-a1-e5-29-fd,192.168.0.104,SogouCloud.exe,E:\SogouInput\7.8.0.7199\SogouCloud.exe
44-1e-a1-e5-29-fd,192.168.0.104,SmartSample.exe,F:\SepanderSoft\SmartSample.exe
44-1e-a1-e5-29-fd,192.168.0.104,XBSafeBase.exe,F:\SepanderSoft\XBSafeBase.exe
44-1e-a1-e5-29-fd,192.168.0.104,XbTray.exe,F:\SepanderSoft\XbTray.exe
44-1e-a1-e5-29-fd,192.168.0.104,lolClient.exe,F:\剑网3\lol\bin\zhcn\lolClient.exe
20-16-d8-a4-a8-12,192.168.31.178,taskeng.exe,C:\Windows\system32\taskeng.exe
20-16-d8-a4-a8-12,192.168.31.178,qqbrowser.exe,d:\Program Files\Tencent\QQBrowser\qqbrowser.exe
ac-d1-b8-47-83-4f,192.168.23.1,wmpnetwk.exe,C:\Program Files\Windows Media Player\wmpnetwk.exe
e0-3f-49-47-25-1c,192.168.0.100,CCBCertificate.exe,C:\Program Files (x86)\CCBComponents\DMWZ\CCBCertificate.exe
e0-3f-49-47-25-1c,192.168.0.100,USBKeyTools.exe,C:\Program Files (x86)\CCBComponents\HDZB\USBKeyTools.exe
e0-3f-49-47-25-1c,192.168.0.100,QQProtect.exe,C:\Program Files (x86)\Common Files\Tencent\QQProtect\Bin\QQProtect.exe
e0-3f-49-47-25-1c,192.168.0.100,firefox.exe,C:\Program Files (x86)\Mozilla Firefox\firefox.exe
e0-3f-49-47-25-1c,192.168.0.100,plugin-container.exe,C:\Program Files (x86)\Mozilla Firefox\plugin-container.exe
e0-3f-49-47-25-1c,192.168.0.100,SGTool.exe,C:\Program Files (x86)\SogouInput\7.8.0.7255\SGTool.exe
e0-3f-49-47-25-1c,192.168.0.100,SogouCloud.exe,C:\Program Files (x86)\SogouInput\7.8.0.7255\SogouCloud.exe
e0-3f-49-47-25-1c,192.168.0.100,QQ.exe,C:\Program Files (x86)\Tencent\QQ\Bin\QQ.exe
e0-3f-49-47-25-1c,192.168.0.100,TXPlatform.exe,C:\Program Files (x86)\Tencent\QQ\Bin\TXPlatform.exe
e0-3f-49-47-25-1c,192.168.0.100,aliwssv.exe,C:\Program Files (x86)\alipay\aliedit\5.1.0.3754\aliwssv.exe
e0-3f-49-47-25-1c,192.168.0.100,pcas.exe,C:\Program Files (x86)\alipay\aliedit\5.1.0.3754\pcas.exe
e0-3f-49-47-25-1c,192.168.0.100,secbizsrv.exe,C:\Program Files (x86)\alipay\aliedit\5.1.0.3754\secbizsrv.exe
e0-3f-49-47-25-1c,192.168.0.100,cnext.exe,C:\Program Files\AMD\CNext\CNext\cnext.exe
e0-3f-49-47-25-1c,192.168.0.100,amdacpusrsvc.exe,C:\Program Files\AMD\{920DEC42-4CA5-4d1d-9487-67BE645CDDFC}\amdacpusrsvc.exe
e0-3f-49-47-25-1c,192.168.0.100,RAVCpl64.exe,C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe
e0-3f-49-47-25-1c,192.168.0.100,wpscloudsvr.exe,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\wpscloudsvr.exe
e0-3f-49-47-25-1c,192.168.0.100,explorer.exe,C:\Windows\Explorer.EXE
e0-3f-49-47-25-1c,192.168.0.100,HZ_CommSrv.exe,C:\Windows\SysWOW64\HZ_CommSrv.exe
e0-3f-49-47-25-1c,192.168.0.100,FlashPlayerPlugin_20_0_0_235.exe,C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerPlugin_20_0_0_235.exe
e0-3f-49-47-25-1c,192.168.0.100,WDCertM_CCB.exe,C:\Windows\SysWOW64\WatchData\Watchdata CCB OCL CSP v3.2\WDCertM_CCB.exe
e0-3f-49-47-25-1c,192.168.0.100,WDKeyMonitorCCB.exe,C:\Windows\SysWOW64\WatchData\Watchdata CCB OCL CSP v3.2\WDKeyMonitorCCB.exe
e0-3f-49-47-25-1c,192.168.0.100,spoolsv.exe,C:\Windows\System32\spoolsv.exe
e0-3f-49-47-25-1c,192.168.0.100,svchost.exe,C:\Windows\System32\svchost.exe
e0-3f-49-47-25-1c,192.168.0.100,dllhost.exe,C:\Windows\system32\DllHost.exe
e0-3f-49-47-25-1c,192.168.0.100,dwm.exe,C:\Windows\system32\Dwm.exe
e0-3f-49-47-25-1c,192.168.0.100,atieclxx.exe,C:\Windows\system32\atieclxx.exe
e0-3f-49-47-25-1c,192.168.0.100,atiesrxx.exe,C:\Windows\system32\atiesrxx.exe
e0-3f-49-47-25-1c,192.168.0.100,conhost.exe,C:\Windows\system32\conhost.exe
e0-3f-49-47-25-1c,192.168.0.100,csrss.exe,C:\Windows\system32\csrss.exe
e0-3f-49-47-25-1c,192.168.0.100,lsass.exe,C:\Windows\system32\lsass.exe
e0-3f-49-47-25-1c,192.168.0.100,lsm.exe,C:\Windows\system32\lsm.exe
e0-3f-49-47-25-1c,192.168.0.100,services.exe,C:\Windows\system32\services.exe
